DateTime,Latitude,Longitude,SST(°C),SeaLevel(cm),Pressure(hPa),WindSpeed(km/h),Rainfall(mm/hr),WaveHeight(m),DO(mg/L),SeismicMag,HazardLabel,EventCategory,RiskLevel(%),RiskCategory
2025-01-04 06:00:00,20.79,80.18,29.01,77.8,1002.7,105.3,39.8,7.18,4.69,0.0,Sea-level Rise,Oceanographic,60.36,Medium
2025-01-04 09:00:00,14.14,82.75,27.97,7.1,1014.4,125.8,43.0,2.38,3.19,0.0,Tsunami,Geophysical,44.99,Medium
2025-01-04 12:00:00,9.78,80.36,30.62,13.7,1001.8,12.8,2.6,4.49,5.7,6.9,Tsunami,Geophysical,46.4,Medium
2025-01-04 15:00:00,9.86,87.51,30.29,-5.5,994.0,65.0,37.2,2.38,3.92,0.0,Pollution,Environmental,33.16,Medium
2025-01-04 18:00:00,17.74,78.54,27.04,7.2,988.8,82.4,35.7,5.45,4.4,0.0,Cyclone,Hydrometeorological,43.7,Medium
2025-01-04 21:00:00,17.2,78.97,30.38,-4.8,999.8,23.8,6.0,3.06,3.46,0.0,Tsunami,Geophysical,21.84,Low
2025-01-05 00:00:00,19.98,83.26,28.85,0.8,997.2,71.0,8.7,3.75,4.99,0.0,Pollution,Environmental,32.07,Low
2025-01-05 03:00:00,20.41,76.17,26.09,92.7,997.5,80.9,34.2,5.12,7.72,7.8,Storm,Hydrometeorological,74.97,High
2025-01-05 06:00:00,16.2,87.04,29.45,32.7,1002.5,68.7,27.3,7.56,4.93,0.0,Sea-level Rise,Oceanographic,48.32,Medium
2025-01-05 09:00:00,10.89,76.38,27.29,31.5,981.4,92.7,16.8,5.42,4.93,0.0,Marine Heatwave,Oceanographic,44.07,Medium
2025-01-05 12:00:00,19.4,76.51,26.71,66.6,1002.0,131.6,36.8,6.53,4.41,0.0,Pollution,Environmental,60.68,Medium
2025-01-05 15:00:00,15.96,81.21,30.39,4.0,988.8,87.1,43.4,4.71,4.19,0.0,Cyclone,Hydrometeorological,44.9,Medium
2025-01-05 18:00:00,18.56,73.65,31.42,45.6,1008.9,48.0,44.8,3.42,3.05,7.7,Pollution,Environmental,63.98,Medium
2025-01-05 21:00:00,12.97,87.31,30.06,43.1,997.3,12.5,4.6,5.02,5.77,0.0,Cyclone,Hydrometeorological,29.29,Low
2025-01-06 00:00:00,19.08,84.63,26.55,44.4,982.0,82.4,22.1,7.16,4.75,5.4,Marine Heatwave,Oceanographic,65.71,Medium
2025-01-06 03:00:00,17.63,85.39,31.2,82.2,994.9,33.4,19.8,7.19,3.73,0.0,Storm,Hydrometeorological,45.52,Medium
2025-01-06 06:00:00,21.81,77.99,28.22,79.4,1013.2,147.9,37.7,3.32,3.42,0.0,Sea-level Rise,Oceanographic,57.29,Medium
2025-01-06 09:00:00,17.87,75.98,27.98,37.8,988.9,60.8,28.6,6.06,6.84,0.0,Pollution,Environmental,43.56,Medium
2025-01-06 12:00:00,18.44,81.33,31.77,31.2,990.0,130.3,11.2,7.72,3.06,0.0,Tsunami,Geophysical,56.35,Medium
2025-01-06 15:00:00,12.52,72.69,31.55,91.1,988.9,104.3,3.8,1.75,4.08,0.0,Sea-level Rise,Oceanographic,41.53,Medium
2025-01-06 18:00:00,16.79,81.35,31.41,-5.0,989.8,142.6,44.5,3.92,6.1,5.8,Tsunami,Geophysical,69.94,High
2025-01-06 21:00:00,17.06,78.21,27.38,19.3,992.6,39.0,22.7,0.74,4.4,0.0,Sea-level Rise,Oceanographic,23.39,Low
2025-01-07 00:00:00,17.59,74.6,31.47,80.5,1013.2,108.9,30.7,3.64,7.66,0.0,Pollution,Environmental,51.32,Medium
2025-01-07 03:00:00,10.31,78.58,30.67,42.8,1014.5,56.5,37.5,3.45,7.15,0.0,Storm,Hydrometeorological,39.43,Medium
2025-01-07 06:00:00,14.56,78.64,27.64,-3.8,1010.3,121.9,50.0,7.97,5.78,0.0,Tsunami,Geophysical,58.54,Medium
2025-01-07 09:00:00,18.6,78.05,27.45,12.6,988.8,41.2,10.4,7.09,6.78,0.0,Tsunami,Geophysical,36.54,Medium
2025-01-07 12:00:00,9.59,82.75,29.12,75.0,998.2,127.8,27.6,4.71,7.38,6.2,Tsunami,Geophysical,74.62,High
2025-01-07 15:00:00,14.72,78.73,30.71,60.3,1008.2,135.5,30.9,7.85,6.04,0.0,Cyclone,Hydrometeorological,64.07,Medium
2025-01-07 18:00:00,14.12,86.47,28.09,46.5,1007.4,59.5,31.1,6.97,7.75,5.4,Cyclone,Hydrometeorological,63.91,Medium
2025-01-07 21:00:00,19.79,84.3,26.4,-5.0,1001.7,52.1,10.5,4.85,4.71,0.0,Cyclone,Hydrometeorological,30.68,Low
2025-01-08 00:00:00,9.79,74.43,26.83,60.5,986.4,51.9,44.8,4.05,6.34,0.0,Storm,Hydrometeorological,42.2,Medium
2025-01-08 03:00:00,11.13,85.15,28.07,28.2,981.1,82.3,26.7,3.17,7.47,0.0,Tsunami,Geophysical,38.6,Medium
2025-01-08 06:00:00,17.67,72.63,30.8,59.1,982.9,131.0,46.0,0.96,4.38,0.0,Tsunami,Geophysical,49.0,Medium
2025-01-08 09:00:00,16.36,87.78,29.22,91.6,988.3,114.0,26.6,5.9,3.31,0.0,Marine Heatwave,Oceanographic,57.41,Medium
2025-01-08 12:00:00,17.99,86.32,29.07,48.5,983.8,67.1,26.6,2.32,4.35,0.0,Marine Heatwave,Oceanographic,36.26,Medium
2025-01-08 15:00:00,15.9,85.45,26.54,48.9,988.2,51.4,23.7,3.16,6.24,6.4,Storm,Hydrometeorological,54.42,Medium
2025-01-08 18:00:00,15.52,81.39,30.47,37.5,984.5,42.6,18.2,5.34,5.85,0.0,Sea-level Rise,Oceanographic,37.39,Medium
2025-01-08 21:00:00,12.62,86.94,26.05,14.8,992.8,73.2,42.5,1.16,7.03,0.0,Cyclone,Hydrometeorological,33.24,Medium
2025-01-09 00:00:00,9.12,80.39,28.46,98.1,983.9,59.7,48.5,6.99,7.09,5.8,Cyclone,Hydrometeorological,74.0,High
2025-01-09 03:00:00,18.12,85.13,30.31,48.9,996.7,125.8,10.3,7.76,6.55,5.6,Tsunami,Geophysical,74.34,High
2025-01-09 06:00:00,11.39,73.84,29.66,21.7,1000.3,23.2,24.1,4.49,3.26,0.0,Pollution,Environmental,31.37,Low
2025-01-09 09:00:00,15.68,80.78,27.21,65.3,983.1,20.8,0.1,1.38,5.37,0.0,Marine Heatwave,Oceanographic,21.99,Low
2025-01-09 12:00:00,12.88,86.87,30.98,96.2,984.4,109.6,46.9,1.86,3.33,0.0,Storm,Hydrometeorological,51.64,Medium
2025-01-09 15:00:00,8.67,84.5,30.97,72.6,1008.0,123.8,9.3,2.27,6.17,0.0,Cyclone,Hydrometeorological,45.14,Medium
2025-01-09 18:00:00,20.28,78.28,30.9,38.3,993.2,69.4,15.1,6.11,5.51,0.0,Pollution,Environmental,43.39,Medium
2025-01-09 21:00:00,13.48,80.51,26.4,15.2,999.0,64.7,16.6,5.98,6.47,0.0,Cyclone,Hydrometeorological,38.85,Medium
2025-01-10 00:00:00,16.68,80.54,31.36,76.7,985.3,46.8,12.4,6.08,3.17,0.0,Storm,Hydrometeorological,42.99,Medium
2025-01-10 03:00:00,14.92,84.07,26.62,49.0,993.3,68.6,30.2,4.27,5.7,6.5,Cyclone,Hydrometeorological,61.71,Medium
2025-01-10 06:00:00,18.11,83.52,29.85,66.3,999.0,37.8,17.3,1.86,7.54,6.8,Tsunami,Geophysical,51.64,Medium
2025-01-10 09:00:00,13.93,76.61,29.69,90.3,984.9,15.1,12.8,5.95,5.96,5.3,Sea-level Rise,Oceanographic,54.86,Medium
2025-01-10 12:00:00,17.75,86.76,30.24,6.8,1000.2,91.0,21.2,6.02,7.67,0.0,Storm,Hydrometeorological,44.62,Medium
2025-01-10 15:00:00,9.72,75.77,26.99,10.5,1009.3,49.8,15.6,2.21,6.04,0.0,Cyclone,Hydrometeorological,26.45,Low
2025-01-10 18:00:00,12.69,84.85,26.03,26.7,993.9,80.6,46.0,3.1,4.73,0.0,Marine Heatwave,Oceanographic,41.21,Medium
2025-01-10 21:00:00,16.22,72.53,31.48,17.3,1000.2,24.8,1.7,2.84,6.9,0.0,Pollution,Environmental,23.16,Low
2025-01-11 00:00:00,8.18,82.62,27.07,95.7,985.2,62.2,4.3,7.98,5.51,0.0,Tsunami,Geophysical,49.26,Medium
2025-01-11 03:00:00,13.56,78.83,30.8,28.4,996.4,93.7,18.9,6.77,5.94,0.0,Cyclone,Hydrometeorological,48.83,Medium
2025-01-11 06:00:00,14.35,80.39,28.64,34.1,999.6,23.3,9.1,6.96,7.73,0.0,Pollution,Environmental,35.5,Medium
2025-01-11 09:00:00,20.56,80.43,30.8,97.7,1009.4,130.0,20.4,4.64,4.27,0.0,Storm,Hydrometeorological,56.79,Medium
2025-01-11 12:00:00,8.28,73.67,30.8,9.6,1002.8,35.7,5.0,2.32,6.61,0.0,Sea-level Rise,Oceanographic,23.35,Low
2025-01-11 15:00:00,21.48,87.11,26.85,34.7,991.3,13.0,31.7,6.02,7.24,0.0,Cyclone,Hydrometeorological,35.45,Medium
2025-01-11 18:00:00,16.16,78.74,31.36,79.9,992.0,38.9,19.0,4.93,4.34,0.0,Storm,Hydrometeorological,40.44,Medium
2025-01-11 21:00:00,18.83,77.8,31.17,14.1,1014.1,117.0,5.7,4.74,7.93,6.4,Marine Heatwave,Oceanographic,63.67,Medium
2025-01-12 00:00:00,13.95,72.36,27.61,49.6,1002.2,38.7,7.0,6.76,7.92,0.0,Marine Heatwave,Oceanographic,38.38,Medium
2025-01-12 03:00:00,17.68,82.93,30.94,48.3,1008.5,74.7,3.4,3.54,5.49,0.0,Tsunami,Geophysical,36.51,Medium
2025-01-12 06:00:00,8.15,74.19,31.4,86.1,1000.9,90.1,33.3,1.82,7.57,6.3,Tsunami,Geophysical,64.37,Medium
2025-01-12 09:00:00,18.79,78.75,28.12,95.4,986.5,13.6,38.5,1.01,7.19,6.3,Tsunami,Geophysical,50.53,Medium
2025-01-12 12:00:00,18.07,76.75,29.4,42.4,1003.2,140.5,36.6,2.11,3.16,0.0,Marine Heatwave,Oceanographic,49.47,Medium
2025-01-12 15:00:00,19.78,85.54,31.73,7.0,1001.8,71.1,17.2,3.14,5.06,7.1,Marine Heatwave,Oceanographic,55.97,Medium
2025-01-12 18:00:00,14.09,75.94,30.91,77.9,1004.3,40.8,29.5,3.21,3.46,0.0,Tsunami,Geophysical,38.21,Medium
2025-01-12 21:00:00,19.06,83.05,29.13,-0.5,1013.5,113.8,31.9,6.19,6.62,6.9,Marine Heatwave,Oceanographic,71.47,High
2025-01-13 00:00:00,11.5,79.83,27.33,98.6,1013.0,5.9,35.3,7.44,3.9,0.0,Storm,Hydrometeorological,45.09,Medium
2025-01-13 03:00:00,12.38,73.93,30.39,11.2,984.0,63.3,39.8,6.09,3.27,0.0,Tsunami,Geophysical,44.38,Medium
2025-01-13 06:00:00,19.6,72.59,29.58,15.3,984.2,11.5,34.8,3.05,6.62,0.0,Pollution,Environmental,27.29,Low
2025-01-13 09:00:00,19.26,80.61,29.97,71.2,998.2,64.0,43.8,3.63,5.31,0.0,Pollution,Environmental,45.02,Medium
2025-01-13 12:00:00,20.25,80.46,31.63,77.9,1014.9,52.6,38.4,3.51,5.4,6.9,Marine Heatwave,Oceanographic,64.49,Medium
2025-01-13 15:00:00,11.8,78.37,26.55,27.0,998.3,109.8,0.2,4.0,4.49,0.0,Pollution,Environmental,39.37,Medium
2025-01-13 18:00:00,11.27,72.67,26.11,98.6,995.0,57.6,34.0,2.14,7.75,0.0,Cyclone,Hydrometeorological,39.8,Medium
2025-01-13 21:00:00,16.24,87.72,31.31,56.1,1011.6,148.4,37.2,0.99,5.01,0.0,Pollution,Environmental,50.08,Medium
2025-01-14 00:00:00,16.51,80.2,27.38,9.4,987.7,28.0,39.0,3.13,3.29,0.0,Cyclone,Hydrometeorological,29.81,Low
2025-01-14 03:00:00,15.26,81.56,29.15,18.6,998.0,73.7,49.8,7.23,5.32,0.0,Pollution,Environmental,51.33,Medium
2025-01-14 06:00:00,15.52,81.49,29.48,0.1,1010.7,39.8,6.5,7.17,7.78,0.0,Storm,Hydrometeorological,35.11,Medium
2025-01-14 09:00:00,12.61,86.91,30.41,21.0,988.8,0.8,34.8,0.87,5.66,7.9,Marine Heatwave,Oceanographic,45.57,Medium
2025-01-14 12:00:00,17.57,73.22,31.11,44.5,996.8,88.9,41.2,3.11,6.39,0.0,Marine Heatwave,Oceanographic,45.04,Medium
2025-01-14 15:00:00,18.27,80.34,31.21,17.0,985.5,24.1,16.7,2.29,7.65,0.0,Marine Heatwave,Oceanographic,24.55,Low
2025-01-14 18:00:00,18.54,74.54,31.29,85.9,981.0,123.9,6.4,3.01,6.72,5.5,Storm,Hydrometeorological,65.05,Medium
2025-01-14 21:00:00,15.79,84.11,27.55,11.2,982.9,49.0,28.0,1.37,4.88,0.0,Tsunami,Geophysical,26.94,Low
2025-01-15 00:00:00,18.92,73.71,30.57,49.5,1013.7,51.3,31.6,7.49,3.51,7.8,Marine Heatwave,Oceanographic,72.52,High
2025-01-15 03:00:00,18.79,87.16,27.0,74.8,1004.8,71.0,2.9,1.06,7.26,0.0,Storm,Hydrometeorological,31.01,Low
2025-01-15 06:00:00,21.56,83.99,26.78,73.4,980.9,3.3,16.2,4.16,6.85,0.0,Pollution,Environmental,29.93,Low
2025-01-15 09:00:00,10.23,79.5,31.67,1.2,1009.9,79.1,41.3,2.74,7.2,7.3,Marine Heatwave,Oceanographic,61.14,Medium
2025-01-15 12:00:00,17.16,76.37,31.71,6.6,995.1,141.5,21.0,5.29,4.99,0.0,Marine Heatwave,Oceanographic,51.61,Medium
2025-01-15 15:00:00,12.37,77.13,30.35,72.0,987.0,130.2,35.7,4.72,5.36,6.6,Cyclone,Hydrometeorological,78.0,High
2025-01-15 18:00:00,10.6,85.9,30.66,74.8,1009.6,114.2,31.3,1.48,3.16,0.0,Sea-level Rise,Oceanographic,46.09,Medium
2025-01-15 21:00:00,10.6,79.39,26.01,55.8,1001.3,37.1,27.9,2.19,3.8,0.0,Pollution,Environmental,30.97,Low
2025-01-16 00:00:00,11.77,84.76,27.86,40.1,980.4,10.9,19.6,4.1,6.0,0.0,Marine Heatwave,Oceanographic,28.73,Low
2025-01-16 03:00:00,18.6,87.24,31.45,69.7,1006.2,21.9,5.1,4.78,3.09,6.4,Marine Heatwave,Oceanographic,53.45,Medium
2025-01-16 06:00:00,17.83,80.95,26.06,25.9,998.1,13.2,17.5,0.75,3.39,0.0,Pollution,Environmental,18.32,Low
2025-01-16 09:00:00,21.68,75.21,30.16,80.4,981.4,100.6,47.6,1.43,7.48,0.0,Cyclone,Hydrometeorological,47.36,Medium
2025-01-16 12:00:00,8.73,80.66,30.25,85.8,1005.0,120.3,17.0,6.61,3.4,7.7,Storm,Hydrometeorological,82.12,High
2025-01-16 15:00:00,16.36,84.54,28.89,-5.5,985.7,65.8,36.2,4.95,6.25,0.0,Cyclone,Hydrometeorological,39.08,Medium
2025-01-16 18:00:00,11.07,87.61,28.02,10.0,1007.6,98.8,24.9,4.67,6.6,5.7,Marine Heatwave,Oceanographic,60.72,Medium
2025-01-16 21:00:00,15.59,79.89,26.49,34.4,987.7,62.8,10.2,6.8,3.87,0.0,Sea-level Rise,Oceanographic,41.26,Medium
2025-01-17 00:00:00,18.4,78.81,28.08,30.8,1014.6,6.0,43.4,4.84,5.19,7.2,Marine Heatwave,Oceanographic,56.16,Medium
2025-01-17 03:00:00,16.49,81.56,30.76,62.1,1014.7,42.6,18.0,3.38,5.33,0.0,Cyclone,Hydrometeorological,35.0,Medium
2025-01-17 06:00:00,9.84,83.45,31.45,9.8,988.3,145.7,9.0,6.91,5.46,5.7,Tsunami,Geophysical,72.02,High
2025-01-17 09:00:00,13.67,81.49,29.48,62.9,983.3,97.8,15.6,3.49,7.29,0.0,Tsunami,Geophysical,43.68,Medium
2025-01-17 12:00:00,18.83,74.09,31.82,39.9,988.3,11.0,8.5,4.4,4.69,0.0,Marine Heatwave,Oceanographic,28.49,Low
2025-01-17 15:00:00,14.29,81.41,31.69,17.8,992.6,56.9,30.3,3.18,5.67,7.3,Marine Heatwave,Oceanographic,58.01,Medium
2025-01-17 18:00:00,19.28,81.37,31.21,12.6,983.9,40.5,2.9,4.48,7.68,0.0,Tsunami,Geophysical,29.57,Low
2025-01-17 21:00:00,11.15,74.88,26.53,1.4,1000.5,103.2,19.9,4.1,6.43,0.0,Storm,Hydrometeorological,39.89,Medium
2025-01-18 00:00:00,16.95,85.89,28.73,46.7,997.1,100.0,7.0,0.72,4.54,0.0,Marine Heatwave,Oceanographic,33.54,Medium
2025-01-18 03:00:00,18.26,74.6,27.13,70.4,985.5,35.2,48.2,2.41,6.31,0.0,Pollution,Environmental,37.08,Medium
2025-01-18 06:00:00,17.57,79.95,29.71,85.6,1000.0,4.6,46.5,5.67,6.38,5.6,Marine Heatwave,Oceanographic,59.62,Medium
2025-01-18 09:00:00,19.58,82.67,29.46,28.3,985.6,90.7,15.9,7.0,7.97,0.0,Storm,Hydrometeorological,47.87,Medium
2025-01-18 12:00:00,15.94,83.82,31.27,34.5,991.4,100.1,40.4,6.22,6.99,0.0,Cyclone,Hydrometeorological,53.58,Medium
2025-01-18 15:00:00,13.26,76.75,29.89,26.1,1002.1,91.5,28.2,3.35,5.74,6.8,Pollution,Environmental,62.49,Medium
2025-01-18 18:00:00,13.23,75.64,26.44,56.4,1003.4,92.9,23.2,3.35,7.32,0.0,Cyclone,Hydrometeorological,42.44,Medium
2025-01-18 21:00:00,20.8,85.02,26.65,6.4,998.4,36.9,23.8,3.46,5.75,7.2,Pollution,Environmental,51.05,Medium
2025-01-19 00:00:00,21.38,72.29,27.17,-9.2,1002.7,134.7,12.2,7.45,3.3,0.0,Marine Heatwave,Oceanographic,51.12,Medium
2025-01-19 03:00:00,10.72,74.66,29.7,47.5,1003.5,139.4,26.6,4.86,3.45,0.0,Pollution,Environmental,54.78,Medium
2025-01-19 06:00:00,11.82,78.62,26.73,9.9,1003.8,27.2,26.3,5.82,3.53,0.0,Pollution,Environmental,33.71,Medium
2025-01-19 09:00:00,20.85,78.79,26.52,79.7,993.1,79.0,5.6,0.52,6.19,6.5,Pollution,Environmental,52.19,Medium
2025-01-19 12:00:00,11.19,75.39,29.67,35.2,1009.4,135.0,17.7,2.28,6.9,0.0,Storm,Hydrometeorological,44.56,Medium
2025-01-19 15:00:00,19.92,82.74,30.86,74.3,985.2,63.6,7.6,2.26,7.35,0.0,Marine Heatwave,Oceanographic,34.88,Medium
2025-01-19 18:00:00,9.34,72.38,29.85,56.8,999.1,34.8,19.5,4.96,5.48,0.0,Storm,Hydrometeorological,37.14,Medium
2025-01-19 21:00:00,16.36,82.81,28.66,39.0,1005.4,2.4,17.1,6.64,6.02,6.0,Pollution,Environmental,52.06,Medium
2025-01-20 00:00:00,11.84,73.27,26.51,88.4,986.7,48.5,11.3,3.16,3.35,0.0,Sea-level Rise,Oceanographic,35.4,Medium
2025-01-20 03:00:00,17.37,73.12,29.84,19.8,1000.7,102.0,11.5,3.93,3.95,5.2,Pollution,Environmental,56.71,Medium
2025-01-20 06:00:00,17.27,80.92,30.38,41.2,982.1,84.3,47.9,1.81,6.45,5.6,Sea-level Rise,Oceanographic,59.3,Medium
2025-01-20 09:00:00,13.73,78.76,30.93,-9.9,990.5,147.2,23.7,3.37,3.6,0.0,Marine Heatwave,Oceanographic,46.4,Medium
2025-01-20 12:00:00,21.89,86.83,29.24,82.6,998.2,93.5,4.5,6.16,3.64,0.0,Marine Heatwave,Oceanographic,49.33,Medium
2025-01-20 15:00:00,10.23,73.01,26.71,15.0,992.0,57.1,17.3,2.29,5.55,0.0,Storm,Hydrometeorological,28.57,Low
2025-01-20 18:00:00,14.26,81.61,29.09,91.1,997.4,148.8,42.6,2.06,7.65,0.0,Storm,Hydrometeorological,56.71,Medium
2025-01-20 21:00:00,16.79,82.79,29.19,69.4,984.9,31.8,40.9,2.92,3.11,0.0,Storm,Hydrometeorological,36.87,Medium
2025-01-21 00:00:00,12.85,87.61,29.85,80.5,984.6,129.3,46.1,4.15,6.03,0.0,Sea-level Rise,Oceanographic,58.57,Medium
2025-01-21 03:00:00,12.45,87.24,30.95,63.3,984.3,71.7,25.3,2.24,3.4,7.3,Pollution,Environmental,61.46,Medium
2025-01-21 06:00:00,14.05,76.99,29.04,38.3,983.7,96.1,10.8,5.15,6.25,0.0,Sea-level Rise,Oceanographic,43.99,Medium
2025-01-21 09:00:00,15.9,75.07,27.27,43.3,1006.4,92.9,14.9,3.73,3.85,5.2,Tsunami,Geophysical,56.92,Medium
2025-01-21 12:00:00,12.25,73.62,30.15,-3.1,997.8,149.5,40.7,5.11,4.53,6.9,Cyclone,Hydrometeorological,76.54,High
2025-01-21 15:00:00,19.87,83.59,30.75,34.5,1002.9,53.1,26.3,4.11,3.88,0.0,Tsunami,Geophysical,37.47,Medium
2025-01-21 18:00:00,8.15,78.66,28.89,-7.9,989.1,114.0,6.9,4.51,4.08,0.0,Storm,Hydrometeorological,39.92,Medium
2025-01-21 21:00:00,16.81,75.18,26.39,-5.3,993.0,39.9,32.3,4.25,4.33,0.0,Pollution,Environmental,31.47,Low
2025-01-22 00:00:00,10.1,77.19,30.42,42.4,993.2,59.2,23.0,6.39,7.46,0.0,Pollution,Environmental,44.23,Medium
2025-01-22 03:00:00,17.22,87.09,30.85,-1.6,989.8,139.5,12.7,6.36,7.13,6.5,Pollution,Environmental,71.52,High
2025-01-22 06:00:00,20.53,82.19,29.68,-2.7,998.1,22.5,36.9,4.34,6.4,0.0,Storm,Hydrometeorological,31.0,Low
2025-01-22 09:00:00,18.45,82.54,30.81,1.6,981.2,76.3,19.4,3.96,7.96,0.0,Pollution,Environmental,36.31,Medium
2025-01-22 12:00:00,17.26,74.96,27.04,0.8,1003.1,114.7,13.3,0.66,3.41,0.0,Sea-level Rise,Oceanographic,31.97,Low
2025-01-22 15:00:00,18.95,75.65,31.86,63.4,980.4,38.3,13.0,1.02,7.8,0.0,Cyclone,Hydrometeorological,27.85,Low
2025-01-22 18:00:00,21.56,84.78,27.76,97.8,1001.1,87.4,37.4,6.59,6.28,0.0,Marine Heatwave,Oceanographic,57.03,Medium
2025-01-22 21:00:00,9.55,81.58,26.57,31.4,999.3,58.3,8.2,2.55,7.64,0.0,Tsunami,Geophysical,29.2,Low
2025-01-23 00:00:00,20.42,82.33,27.72,79.8,1010.1,127.0,45.9,2.39,6.78,6.4,Marine Heatwave,Oceanographic,73.0,High
2025-01-23 03:00:00,18.47,80.93,27.08,-4.1,991.2,113.0,13.5,4.55,6.64,0.0,Sea-level Rise,Oceanographic,40.99,Medium
2025-01-23 06:00:00,18.16,85.08,27.28,45.6,1009.4,109.9,27.1,4.93,5.54,0.0,Marine Heatwave,Oceanographic,49.19,Medium
2025-01-23 09:00:00,10.12,73.5,29.46,86.5,995.2,24.1,27.9,6.59,6.71,7.6,Sea-level Rise,Oceanographic,67.72,High
2025-01-23 12:00:00,9.39,78.42,30.8,12.4,999.4,110.0,30.8,1.91,4.78,7.4,Marine Heatwave,Oceanographic,63.28,Medium
2025-01-23 15:00:00,15.34,85.57,31.04,81.6,980.4,112.4,37.9,5.59,6.78,0.0,Marine Heatwave,Oceanographic,58.2,Medium
2025-01-23 18:00:00,20.27,87.94,28.21,39.3,1005.3,132.9,29.7,3.44,5.06,0.0,Sea-level Rise,Oceanographic,49.47,Medium
2025-01-23 21:00:00,8.41,74.67,27.09,32.6,994.1,131.1,25.5,5.93,3.52,5.7,Pollution,Environmental,71.36,High
