timestamp,shoreline_change_m_per_yr,beach_slope_deg,intertidal_extent_m
2025-01-06 06:00:00,-0.2,5.06,50.8
2025-01-06 07:00:00,-0.2,3.98,53.5
2025-01-06 08:00:00,-0.2,5.53,53.3
2025-01-06 09:00:00,-0.2,4.92,53.2
2025-01-06 10:00:00,-0.2,6.78,52.2
2025-01-06 11:00:00,-0.2,5.7,50.1
2025-01-06 12:00:00,-0.2,5.5,52.4
2025-01-06 13:00:00,-0.2,4.19,51.3
2025-01-06 14:00:00,-0.2,5.18,46.0
2025-01-06 15:00:00,-0.2,4.31,55.2
2025-01-06 16:00:00,-0.2,4.93,52.9
2025-01-06 17:00:00,-0.2,6.49,52.1
2025-01-06 18:00:00,-0.2,4.66,53.7
2025-01-06 19:00:00,-0.2,3.26,49.9
2025-01-06 20:00:00,-0.2,5.59,56.2
2025-01-06 21:00:00,-0.2,5.94,55.8
2025-01-06 22:00:00,-0.2,6.91,48.7
2025-01-06 23:00:00,-0.2,6.04,50.3
2025-01-07 00:00:00,-0.2,4.67,52.0
2025-01-07 01:00:00,-0.2,5.31,50.7
2025-01-07 02:00:00,-0.2,5.47,49.9
2025-01-07 03:00:00,-0.2,5.52,51.3
2025-01-07 04:00:00,-0.2,2.03,44.4
2025-01-07 05:00:00,-0.2,4.31,47.2
2025-01-07 06:00:00,-0.2,5.57,48.2
2025-01-07 07:00:00,-0.2,6.32,52.3
2025-01-07 08:00:00,-0.2,4.24,43.5
2025-01-07 09:00:00,-0.2,4.5,50.5
2025-01-07 10:00:00,-0.2,4.71,48.9
2025-01-07 11:00:00,-0.2,4.84,52.0
2025-01-07 12:00:00,-0.2,6.03,52.4
2025-01-07 13:00:00,-0.2,4.11,55.1
2025-01-07 14:00:00,-0.2,6.04,46.5
2025-01-07 15:00:00,-0.2,6.7,47.5
2025-01-07 16:00:00,-0.2,4.53,50.1
2025-01-07 17:00:00,-0.2,4.48,54.2
2025-01-07 18:00:00,-0.2,5.19,51.3
2025-01-07 19:00:00,-0.2,4.3,50.3
2025-01-07 20:00:00,-0.2,4.89,53.7
2025-01-07 21:00:00,-0.2,3.24,48.8
2025-01-07 22:00:00,-0.2,6.03,53.5
2025-01-07 23:00:00,-0.2,7.0,55.2
2025-01-08 00:00:00,-0.2,4.19,47.4
2025-01-08 01:00:00,-0.2,3.02,43.2
2025-01-08 02:00:00,-0.2,6.11,48.3
2025-01-08 03:00:00,-0.2,4.5,52.8
2025-01-08 04:00:00,-0.2,4.2,49.3
2025-01-08 05:00:00,-0.2,4.85,43.7
2025-01-08 06:00:00,-0.2,3.53,51.6
2025-01-08 07:00:00,-0.2,5.58,50.2
2025-01-08 08:00:00,-0.2,3.48,50.8
2025-01-08 09:00:00,-0.2,3.58,51.2
2025-01-08 10:00:00,-0.2,3.56,46.2
2025-01-08 11:00:00,-0.2,5.2,51.0
2025-01-08 12:00:00,-0.2,2.82,45.9
2025-01-08 13:00:00,-0.2,7.51,44.3
2025-01-08 14:00:00,-0.2,4.55,45.3
2025-01-08 15:00:00,-0.2,2.46,49.9
2025-01-08 16:00:00,-0.2,3.73,46.6
2025-01-08 17:00:00,-0.2,5.72,52.3
2025-01-08 18:00:00,-0.2,6.62,51.2
2025-01-08 19:00:00,-0.2,5.2,49.9
2025-01-08 20:00:00,-0.2,5.1,52.0
2025-01-08 21:00:00,-0.2,3.16,44.3
2025-01-08 22:00:00,-0.2,6.79,50.7
2025-01-08 23:00:00,-0.2,5.67,49.6
2025-01-09 00:00:00,-0.2,5.39,42.3
2025-01-09 01:00:00,-0.2,5.02,43.9
2025-01-09 02:00:00,-0.2,5.64,45.6
2025-01-09 03:00:00,-0.2,4.04,45.5
2025-01-09 04:00:00,-0.2,6.13,46.0
2025-01-09 05:00:00,-0.2,5.96,44.2
2025-01-09 06:00:00,-0.2,4.88,50.5
2025-01-09 07:00:00,-0.2,4.67,42.4
2025-01-09 08:00:00,-0.2,2.41,42.5
2025-01-09 09:00:00,-0.2,2.92,43.3
2025-01-09 10:00:00,-0.2,5.65,44.2
2025-01-09 11:00:00,-0.2,6.09,44.0
2025-01-09 12:00:00,-0.2,6.28,51.1
2025-01-09 13:00:00,-0.2,3.38,44.1
2025-01-09 14:00:00,-0.2,7.75,45.7
2025-01-09 15:00:00,-0.2,6.2,42.3
2025-01-09 16:00:00,-0.2,4.31,44.7
2025-01-09 17:00:00,-0.2,5.2,47.9
2025-01-09 18:00:00,-0.2,2.96,48.1
2025-01-09 19:00:00,-0.2,4.26,49.0
2025-01-09 20:00:00,-0.2,5.65,43.1
2025-01-09 21:00:00,-0.2,5.08,44.1
2025-01-09 22:00:00,-0.2,7.09,48.5
2025-01-09 23:00:00,-0.2,3.22,46.0
2025-01-10 00:00:00,-0.2,4.86,44.9
2025-01-10 01:00:00,-0.2,3.64,46.9
2025-01-10 02:00:00,-0.2,6.84,48.1
2025-01-10 03:00:00,-0.2,5.32,43.0
2025-01-10 04:00:00,-0.2,5.01,44.8
2025-01-10 05:00:00,-0.2,4.84,44.8
2025-01-10 06:00:00,-0.2,3.95,42.2
2025-01-10 07:00:00,-0.2,6.44,46.0
2025-01-10 08:00:00,-0.2,5.2,43.5
2025-01-10 09:00:00,-0.2,5.29,45.1
2025-01-10 10:00:00,-0.2,5.7,47.1
2025-01-10 11:00:00,-0.2,3.97,45.9
2025-01-10 12:00:00,-0.2,7.39,42.5
2025-01-10 13:00:00,-0.2,6.88,45.7
2025-01-10 14:00:00,-0.2,4.96,45.5
2025-01-10 15:00:00,-0.2,4.64,43.4
2025-01-10 16:00:00,-0.2,5.77,42.5
2025-01-10 17:00:00,-0.2,6.34,45.6
2025-01-10 18:00:00,-0.2,7.1,40.9
2025-01-10 19:00:00,-0.2,5.77,41.9
2025-01-10 20:00:00,-0.2,5.16,41.3
2025-01-10 21:00:00,-0.2,5.16,41.5
2025-01-10 22:00:00,-0.2,2.74,43.7
2025-01-10 23:00:00,-0.2,4.48,48.3
2025-01-11 00:00:00,-0.2,5.43,47.0
2025-01-11 01:00:00,-0.2,2.29,48.5
2025-01-11 02:00:00,-0.2,5.22,43.3
2025-01-11 03:00:00,-0.2,4.03,39.1
2025-01-11 04:00:00,-0.2,6.89,43.3
2025-01-11 05:00:00,-0.2,4.66,48.5
2025-01-11 06:00:00,-0.2,4.68,43.9
2025-01-11 07:00:00,-0.2,4.84,45.1
2025-01-11 08:00:00,-0.2,4.99,44.5
2025-01-11 09:00:00,-0.2,5.95,47.2
2025-01-11 10:00:00,-0.2,4.59,47.6
2025-01-11 11:00:00,-0.2,5.03,40.5
2025-01-11 12:00:00,-0.2,5.96,37.8
2025-01-11 13:00:00,-0.2,5.01,47.1
2025-01-11 14:00:00,-0.2,5.79,44.5
2025-01-11 15:00:00,-0.2,4.47,47.1
2025-01-11 16:00:00,-0.2,5.42,44.3
2025-01-11 17:00:00,-0.2,6.57,46.7
2025-01-11 18:00:00,-0.2,5.72,44.7
2025-01-11 19:00:00,-0.2,2.75,43.0
2025-01-11 20:00:00,-0.2,5.67,43.9
2025-01-11 21:00:00,-0.2,3.62,44.6
2025-01-11 22:00:00,-0.2,3.89,47.0
2025-01-11 23:00:00,-0.2,5.59,44.6
2025-01-12 00:00:00,-0.2,3.84,42.9
2025-01-12 01:00:00,-0.2,3.67,51.1
2025-01-12 02:00:00,-0.2,5.0,47.0
2025-01-12 03:00:00,-0.2,4.26,50.2
2025-01-12 04:00:00,-0.2,3.04,42.8
2025-01-12 05:00:00,-0.2,5.67,45.3
2025-01-12 06:00:00,-0.2,6.18,46.7
2025-01-12 07:00:00,-0.2,6.09,48.1
2025-01-12 08:00:00,-0.2,3.92,40.4
2025-01-12 09:00:00,-0.2,5.49,40.5
2025-01-12 10:00:00,-0.2,4.41,44.1
2025-01-12 11:00:00,-0.2,3.48,47.7
2025-01-12 12:00:00,-0.2,4.1,44.1
2025-01-12 13:00:00,-0.2,1.62,45.7
2025-01-12 14:00:00,-0.2,3.73,46.2
2025-01-12 15:00:00,-0.2,3.24,43.6
2025-01-12 16:00:00,-0.2,5.24,50.5
2025-01-12 17:00:00,-0.2,5.35,43.7
2025-01-12 18:00:00,-0.2,2.97,39.9
2025-01-12 19:00:00,-0.2,5.99,43.1
2025-01-12 20:00:00,-0.2,4.27,43.6
2025-01-12 21:00:00,-0.2,3.72,46.6
2025-01-12 22:00:00,-0.2,2.85,46.8
2025-01-12 23:00:00,-0.2,4.04,47.9
2025-01-13 00:00:00,-0.2,4.83,53.5
2025-01-13 01:00:00,-0.2,6.19,47.9
2025-01-13 02:00:00,-0.2,4.87,50.4
2025-01-13 03:00:00,-0.2,4.62,46.5
2025-01-13 04:00:00,-0.2,5.7,48.7
2025-01-13 05:00:00,-0.2,5.17,46.8
2025-01-13 06:00:00,-0.2,3.19,47.4
2025-01-13 07:00:00,-0.2,4.48,48.3
2025-01-13 08:00:00,-0.2,4.31,50.8
2025-01-13 09:00:00,-0.2,4.82,47.7
2025-01-13 10:00:00,-0.2,4.43,47.7
2025-01-13 11:00:00,-0.2,4.03,48.8
2025-01-13 12:00:00,-0.2,6.76,50.5
2025-01-13 13:00:00,-0.2,4.95,43.6
2025-01-13 14:00:00,-0.2,5.57,48.6
2025-01-13 15:00:00,-0.2,4.86,43.8
2025-01-13 16:00:00,-0.2,5.98,51.8
2025-01-13 17:00:00,-0.2,4.89,48.8
2025-01-13 18:00:00,-0.2,6.17,51.5
2025-01-13 19:00:00,-0.2,1.56,42.8
2025-01-13 20:00:00,-0.2,5.12,47.3
2025-01-13 21:00:00,-0.2,5.31,50.4
2025-01-13 22:00:00,-0.2,5.37,52.0
2025-01-13 23:00:00,-0.2,3.7,48.9
2025-01-14 00:00:00,-0.2,4.13,48.7
2025-01-14 01:00:00,-0.2,3.75,49.2
2025-01-14 02:00:00,-0.2,5.58,46.9
2025-01-14 03:00:00,-0.2,6.09,54.4
2025-01-14 04:00:00,-0.2,3.03,52.0
2025-01-14 05:00:00,-0.2,5.25,49.5
2025-01-14 06:00:00,-0.2,3.96,51.6
2025-01-14 07:00:00,-0.2,7.1,49.7
2025-01-14 08:00:00,-0.2,5.68,49.1
2025-01-14 09:00:00,-0.2,4.58,47.7
2025-01-14 10:00:00,-0.2,4.84,47.8
2025-01-14 11:00:00,-0.2,6.56,51.1
2025-01-14 12:00:00,-0.2,5.07,53.1
2025-01-14 13:00:00,-0.2,2.85,49.0
2025-01-14 14:00:00,-0.2,6.82,47.6
2025-01-14 15:00:00,-0.2,5.98,52.9
2025-01-14 16:00:00,-0.2,4.36,50.2
2025-01-14 17:00:00,-0.2,5.72,43.3
2025-01-14 18:00:00,-0.2,4.26,47.9
2025-01-14 19:00:00,-0.2,4.23,51.4
2025-01-14 20:00:00,-0.2,4.85,47.6
2025-01-14 21:00:00,-0.2,5.72,50.2
2025-01-14 22:00:00,-0.2,5.56,46.3
2025-01-14 23:00:00,-0.2,6.13,48.8
2025-01-15 00:00:00,-0.2,5.57,48.9
2025-01-15 01:00:00,-0.2,6.74,48.5
2025-01-15 02:00:00,-0.2,7.07,49.9
2025-01-15 03:00:00,-0.2,5.36,54.8
2025-01-15 04:00:00,-0.2,4.6,53.4
2025-01-15 05:00:00,-0.2,4.78,58.3
2025-01-15 06:00:00,-0.2,2.69,50.4
2025-01-15 07:00:00,-0.2,5.02,55.2
2025-01-15 08:00:00,-0.2,4.26,57.7
2025-01-15 09:00:00,-0.2,4.15,55.5
2025-01-15 10:00:00,-0.2,4.95,55.6
2025-01-15 11:00:00,-0.2,2.48,52.5
2025-01-15 12:00:00,-0.2,4.79,52.9
2025-01-15 13:00:00,-0.2,5.24,49.4
2025-01-15 14:00:00,-0.2,3.16,44.2
2025-01-15 15:00:00,-0.2,6.63,52.8
2025-01-15 16:00:00,-0.2,5.53,49.3
2025-01-15 17:00:00,-0.2,6.55,50.9
2025-01-15 18:00:00,-0.2,5.52,49.7
2025-01-15 19:00:00,-0.2,5.43,53.1
2025-01-15 20:00:00,-0.2,6.83,51.6
2025-01-15 21:00:00,-0.2,6.58,55.9
2025-01-15 22:00:00,-0.2,7.33,50.0
2025-01-15 23:00:00,-0.2,4.85,52.7
2025-01-16 00:00:00,-0.2,4.05,53.3
2025-01-16 01:00:00,-0.2,3.61,53.0
2025-01-16 02:00:00,-0.2,3.83,53.7
2025-01-16 03:00:00,-0.2,5.81,58.5
2025-01-16 04:00:00,-0.2,8.27,56.4
2025-01-16 05:00:00,-0.2,6.81,52.5
2025-01-16 06:00:00,-0.2,4.78,52.1
2025-01-16 07:00:00,-0.2,5.92,51.6
2025-01-16 08:00:00,-0.2,4.34,54.3
2025-01-16 09:00:00,-0.2,4.41,49.4
2025-01-16 10:00:00,-0.2,3.76,53.3
2025-01-16 11:00:00,-0.2,3.84,55.1
2025-01-16 12:00:00,-0.2,5.67,51.7
2025-01-16 13:00:00,-0.2,6.78,54.0
2025-01-16 14:00:00,-0.2,6.25,54.7
2025-01-16 15:00:00,-0.2,6.75,48.6
2025-01-16 16:00:00,-0.2,5.94,54.5
2025-01-16 17:00:00,-0.2,4.96,52.5
2025-01-16 18:00:00,-0.2,4.37,59.5
2025-01-16 19:00:00,-0.2,5.69,54.5
2025-01-16 20:00:00,-0.2,2.98,51.2
2025-01-16 21:00:00,-0.2,4.27,48.5
2025-01-16 22:00:00,-0.2,4.05,53.8
2025-01-16 23:00:00,-0.2,6.49,57.8
2025-01-17 00:00:00,-0.2,3.35,53.1
2025-01-17 01:00:00,-0.2,6.12,55.8
2025-01-17 02:00:00,-0.2,5.46,57.1
2025-01-17 03:00:00,-0.2,5.48,56.9
2025-01-17 04:00:00,-0.2,4.44,54.9
2025-01-17 05:00:00,-0.2,3.24,52.9
2025-01-17 06:00:00,-0.2,5.6,54.1
2025-01-17 07:00:00,-0.2,6.06,51.7
2025-01-17 08:00:00,-0.2,5.6,52.0
2025-01-17 09:00:00,-0.2,4.83,57.8
2025-01-17 10:00:00,-0.2,3.63,55.9
2025-01-17 11:00:00,-0.2,4.25,55.7
2025-01-17 12:00:00,-0.2,5.54,52.7
2025-01-17 13:00:00,-0.2,4.05,58.5
2025-01-17 14:00:00,-0.2,3.85,54.2
2025-01-17 15:00:00,-0.2,3.26,55.3
2025-01-17 16:00:00,-0.2,5.64,58.4
2025-01-17 17:00:00,-0.2,5.62,52.7
2025-01-17 18:00:00,-0.2,6.38,53.0
2025-01-17 19:00:00,-0.2,2.43,58.0
2025-01-17 20:00:00,-0.2,6.41,57.3
2025-01-17 21:00:00,-0.2,6.34,55.9
2025-01-17 22:00:00,-0.2,6.45,48.3
2025-01-17 23:00:00,-0.2,5.14,58.7
2025-01-18 00:00:00,-0.2,5.27,53.0
2025-01-18 01:00:00,-0.2,5.26,53.1
2025-01-18 02:00:00,-0.2,3.9,54.3
2025-01-18 03:00:00,-0.2,3.96,51.3
2025-01-18 04:00:00,-0.2,5.27,58.5
2025-01-18 05:00:00,-0.2,4.7,55.4
2025-01-18 06:00:00,-0.2,5.86,57.0
2025-01-18 07:00:00,-0.2,4.57,52.6
2025-01-18 08:00:00,-0.2,3.24,57.8
2025-01-18 09:00:00,-0.2,3.29,59.1
2025-01-18 10:00:00,-0.2,4.09,51.1
2025-01-18 11:00:00,-0.2,5.87,51.5
2025-01-18 12:00:00,-0.2,4.38,52.5
2025-01-18 13:00:00,-0.2,5.36,57.6
2025-01-18 14:00:00,-0.2,2.99,55.4
2025-01-18 15:00:00,-0.2,5.19,54.7
2025-01-18 16:00:00,-0.2,5.05,56.0
2025-01-18 17:00:00,-0.2,6.43,60.7
2025-01-18 18:00:00,-0.2,5.19,49.6
2025-01-18 19:00:00,-0.2,5.92,53.9
2025-01-18 20:00:00,-0.2,7.33,45.6
2025-01-18 21:00:00,-0.2,5.05,56.4
2025-01-18 22:00:00,-0.2,6.84,58.1
2025-01-18 23:00:00,-0.2,5.15,54.0
2025-01-19 00:00:00,-0.2,4.36,55.9
2025-01-19 01:00:00,-0.2,4.87,49.3
2025-01-19 02:00:00,-0.2,4.39,55.3
2025-01-19 03:00:00,-0.2,4.44,61.3
2025-01-19 04:00:00,-0.2,4.31,52.8
2025-01-19 05:00:00,-0.2,4.64,55.2
2025-01-19 06:00:00,-0.2,5.85,52.1
2025-01-19 07:00:00,-0.2,2.96,54.4
2025-01-19 08:00:00,-0.2,5.34,57.2
2025-01-19 09:00:00,-0.2,5.14,55.7
2025-01-19 10:00:00,-0.2,6.66,53.6
2025-01-19 11:00:00,-0.2,4.56,53.6
2025-01-19 12:00:00,-0.2,6.36,50.3
2025-01-19 13:00:00,-0.2,3.97,57.0
2025-01-19 14:00:00,-0.2,4.45,56.2
2025-01-19 15:00:00,-0.2,5.5,50.1
2025-01-19 16:00:00,-0.2,5.73,54.4
2025-01-19 17:00:00,-0.2,4.68,51.1
2025-01-19 18:00:00,-0.2,5.27,52.5
2025-01-19 19:00:00,-0.2,4.8,56.3
2025-01-19 20:00:00,-0.2,5.95,56.9
2025-01-19 21:00:00,-0.2,4.82,56.0
2025-01-19 22:00:00,-0.2,4.73,53.1
2025-01-19 23:00:00,-0.2,6.19,55.3
2025-01-20 00:00:00,-0.2,5.25,49.9
2025-01-20 01:00:00,-0.2,5.8,54.4
2025-01-20 02:00:00,-0.2,8.0,52.1
2025-01-20 03:00:00,-0.2,2.62,50.7
2025-01-20 04:00:00,-0.2,3.77,50.0
2025-01-20 05:00:00,-0.2,3.89,54.2
2025-01-20 06:00:00,-0.2,3.98,51.8
2025-01-20 07:00:00,-0.2,6.71,50.7
2025-01-20 08:00:00,-0.2,1.8,50.7
2025-01-20 09:00:00,-0.2,5.58,48.4
2025-01-20 10:00:00,-0.2,3.16,52.7
2025-01-20 11:00:00,-0.2,5.03,53.0
2025-01-20 12:00:00,-0.2,5.31,47.7
2025-01-20 13:00:00,-0.2,6.09,48.9
2025-01-20 14:00:00,-0.2,4.68,47.2
2025-01-20 15:00:00,-0.2,4.79,55.8
2025-01-20 16:00:00,-0.2,2.54,54.0
2025-01-20 17:00:00,-0.2,7.74,55.5
2025-01-20 18:00:00,-0.2,5.37,57.0
2025-01-20 19:00:00,-0.2,5.53,53.5
2025-01-20 20:00:00,-0.2,6.29,52.0
2025-01-20 21:00:00,-0.2,4.92,52.8
2025-01-20 22:00:00,-0.2,5.51,50.2
2025-01-20 23:00:00,-0.2,5.86,49.8
2025-01-21 00:00:00,-0.2,3.23,48.7
2025-01-21 01:00:00,-0.2,5.64,49.3
2025-01-21 02:00:00,-0.2,7.49,45.0
2025-01-21 03:00:00,-0.2,7.1,46.3
2025-01-21 04:00:00,-0.2,6.84,46.2
2025-01-21 05:00:00,-0.2,7.29,46.1
2025-01-21 06:00:00,-0.2,3.49,51.9
2025-01-21 07:00:00,-0.2,4.37,49.0
2025-01-21 08:00:00,-0.2,3.91,49.4
2025-01-21 09:00:00,-0.2,9.19,51.1
2025-01-21 10:00:00,-0.2,5.29,52.5
2025-01-21 11:00:00,-0.2,3.3,51.4
2025-01-21 12:00:00,-0.2,3.68,54.9
2025-01-21 13:00:00,-0.2,5.13,50.1
2025-01-21 14:00:00,-0.2,3.36,50.6
2025-01-21 15:00:00,-0.2,7.24,48.2
2025-01-21 16:00:00,-0.2,5.95,44.3
2025-01-21 17:00:00,-0.2,5.38,50.2
2025-01-21 18:00:00,-0.2,3.74,52.6
2025-01-21 19:00:00,-0.2,3.41,47.8
2025-01-21 20:00:00,-0.2,5.42,48.5
2025-01-21 21:00:00,-0.2,5.16,52.9
2025-01-21 22:00:00,-0.2,3.46,49.9
2025-01-21 23:00:00,-0.2,4.94,47.2
2025-01-22 00:00:00,-0.2,4.94,45.0
2025-01-22 01:00:00,-0.2,5.89,49.8
2025-01-22 02:00:00,-0.2,7.53,47.4
2025-01-22 03:00:00,-0.2,2.5,47.4
2025-01-22 04:00:00,-0.2,5.96,43.7
2025-01-22 05:00:00,-0.2,4.16,49.3
2025-01-22 06:00:00,-0.2,5.51,50.9
2025-01-22 07:00:00,-0.2,5.16,46.7
2025-01-22 08:00:00,-0.2,5.6,49.1
2025-01-22 09:00:00,-0.2,3.51,46.6
2025-01-22 10:00:00,-0.2,6.16,49.6
2025-01-22 11:00:00,-0.2,5.05,49.3
2025-01-22 12:00:00,-0.2,6.67,46.7
2025-01-22 13:00:00,-0.2,6.91,41.4
2025-01-22 14:00:00,-0.2,5.28,45.4
2025-01-22 15:00:00,-0.2,6.19,48.9
2025-01-22 16:00:00,-0.2,6.08,50.5
2025-01-22 17:00:00,-0.2,6.61,46.0
2025-01-22 18:00:00,-0.2,6.52,51.9
2025-01-22 19:00:00,-0.2,3.6,52.3
2025-01-22 20:00:00,-0.2,5.33,49.9
2025-01-22 21:00:00,-0.2,3.33,44.4
2025-01-22 22:00:00,-0.2,4.37,50.0
2025-01-22 23:00:00,-0.2,4.42,46.2
2025-01-23 00:00:00,-0.2,5.7,44.3
2025-01-23 01:00:00,-0.2,4.72,47.4
2025-01-23 02:00:00,-0.2,4.81,47.4
2025-01-23 03:00:00,-0.2,6.2,47.5
2025-01-23 04:00:00,-0.2,6.06,48.1
2025-01-23 05:00:00,-0.2,5.33,45.9
2025-01-23 06:00:00,-0.2,5.9,41.7
