timestamp,wind_speed_kmh,wind_gust_kmh,pressure_hpa,pressure_tendency_hpa_hr,rainfall_mm_hr
2025-01-02 14:00:00,5.5,8.5,1013.05,0.02,0.0
2025-01-02 15:00:00,13.1,18.7,1013.06,0.0,0.0
2025-01-02 16:00:00,15.8,19.0,1013.06,0.0,0.0
2025-01-02 17:00:00,13.0,16.8,1013.06,-0.0,0.0
2025-01-02 18:00:00,11.5,14.4,1013.06,-0.0,0.0
2025-01-02 19:00:00,10.6,11.3,1013.06,-0.0,0.0
2025-01-02 20:00:00,4.7,10.1,1013.06,0.0,0.0
2025-01-02 21:00:00,8.5,15.3,1013.05,-0.01,0.0
2025-01-02 22:00:00,9.8,16.3,1013.04,-0.01,0.0
2025-01-02 23:00:00,17.4,24.9,1013.04,-0.0,0.53
2025-01-03 00:00:00,13.9,19.9,1013.04,0.0,0.0
2025-01-03 01:00:00,3.3,6.7,1013.04,-0.0,0.0
2025-01-03 02:00:00,13.8,21.3,1013.05,0.01,0.0
2025-01-03 03:00:00,10.2,11.1,1013.04,-0.01,0.0
2025-01-03 04:00:00,8.8,11.1,1013.03,-0.0,0.0
2025-01-03 05:00:00,15.2,17.3,1013.04,0.01,0.0
2025-01-03 06:00:00,17.3,25.5,1013.04,0.0,0.0
2025-01-03 07:00:00,16.8,24.6,1013.05,0.0,0.0
2025-01-03 08:00:00,8.0,14.5,1013.06,0.01,0.0
2025-01-03 09:00:00,10.6,18.8,1013.05,-0.0,0.0
2025-01-03 10:00:00,13.8,16.2,1013.05,-0.0,0.0
2025-01-03 11:00:00,17.0,23.0,1013.05,-0.0,0.0
2025-01-03 12:00:00,9.8,14.4,1013.04,-0.01,0.0
2025-01-03 13:00:00,11.2,18.7,1013.04,-0.0,2.55
2025-01-03 14:00:00,6.6,11.3,1013.04,0.0,0.7
2025-01-03 15:00:00,6.2,10.0,1013.05,0.0,0.0
2025-01-03 16:00:00,16.2,22.8,1013.05,0.0,0.0
2025-01-03 17:00:00,18.9,26.5,1013.05,-0.0,0.0
2025-01-03 18:00:00,11.8,14.8,1013.05,-0.0,0.0
2025-01-03 19:00:00,17.2,22.0,1013.05,0.01,0.0
2025-01-03 20:00:00,14.0,15.8,1013.05,-0.0,0.72
2025-01-03 21:00:00,8.9,11.4,1013.05,0.0,0.0
2025-01-03 22:00:00,14.0,19.6,1013.05,0.0,0.0
2025-01-03 23:00:00,19.8,26.6,1013.06,0.01,0.0
2025-01-04 00:00:00,12.0,17.8,1013.06,0.0,0.0
2025-01-04 01:00:00,20.0,20.8,1013.06,-0.01,0.0
2025-01-04 02:00:00,0.0,3.9,1013.05,-0.01,0.0
2025-01-04 03:00:00,16.3,18.0,1013.05,0.0,0.0
2025-01-04 04:00:00,12.6,21.7,1013.05,-0.0,0.0
2025-01-04 05:00:00,10.7,12.4,1013.05,-0.0,0.0
2025-01-04 06:00:00,12.7,21.5,1013.06,0.01,0.0
2025-01-04 07:00:00,2.3,10.1,1013.06,0.0,0.0
2025-01-04 08:00:00,11.1,13.4,1013.06,0.0,0.0
2025-01-04 09:00:00,14.0,15.6,1013.06,0.0,0.0
2025-01-04 10:00:00,19.6,25.7,1013.06,-0.0,0.0
2025-01-04 11:00:00,9.6,12.1,1013.07,0.01,0.0
2025-01-04 12:00:00,8.2,13.5,1013.06,-0.0,0.0
2025-01-04 13:00:00,9.7,13.3,1013.07,0.0,0.0
2025-01-04 14:00:00,16.8,17.1,1013.07,0.01,0.0
2025-01-04 15:00:00,13.9,15.6,1013.07,-0.01,0.0
2025-01-04 16:00:00,9.6,15.3,1013.07,-0.0,0.0
2025-01-04 17:00:00,14.8,18.1,1013.07,0.01,0.0
2025-01-04 18:00:00,12.7,16.0,1013.08,0.01,0.0
2025-01-04 19:00:00,17.0,24.1,1013.08,-0.0,0.0
2025-01-04 20:00:00,8.7,17.2,1013.07,-0.0,0.0
2025-01-04 21:00:00,10.6,14.8,1013.08,0.0,0.0
2025-01-04 22:00:00,10.2,14.2,1013.08,0.01,0.0
2025-01-04 23:00:00,4.9,11.4,1013.08,-0.01,0.0
2025-01-05 00:00:00,13.7,14.6,1013.07,-0.01,0.0
2025-01-05 01:00:00,13.6,19.3,1013.07,0.0,0.0
2025-01-05 02:00:00,12.3,19.0,1013.08,0.0,0.0
2025-01-05 03:00:00,11.1,18.1,1013.07,-0.0,0.0
2025-01-05 04:00:00,5.2,6.0,1013.08,0.0,0.0
2025-01-05 05:00:00,10.2,12.9,1013.07,-0.0,0.0
2025-01-05 06:00:00,10.5,12.9,1013.06,-0.01,0.0
2025-01-05 07:00:00,8.2,13.5,1013.06,-0.0,0.0
2025-01-05 08:00:00,11.5,17.9,1013.06,0.0,0.0
2025-01-05 09:00:00,14.3,23.8,1013.06,-0.0,0.0
2025-01-05 10:00:00,21.7,25.2,1013.05,-0.01,0.0
2025-01-05 11:00:00,13.1,16.6,1013.05,-0.01,0.0
2025-01-05 12:00:00,13.5,21.9,1013.04,-0.0,0.0
2025-01-05 13:00:00,11.9,17.8,1013.05,0.0,0.0
2025-01-05 14:00:00,2.7,11.5,1013.05,0.01,0.0
2025-01-05 15:00:00,12.1,18.0,1013.06,0.01,0.0
2025-01-05 16:00:00,12.6,14.1,1013.06,-0.0,0.0
2025-01-05 17:00:00,24.6,25.6,1013.05,-0.01,0.0
2025-01-05 18:00:00,11.3,11.6,1013.05,0.0,0.0
2025-01-05 19:00:00,13.8,20.8,1013.06,0.0,0.0
2025-01-05 20:00:00,12.1,20.7,1013.06,0.0,0.0
2025-01-05 21:00:00,6.4,16.9,1013.05,-0.01,0.0
2025-01-05 22:00:00,18.0,25.5,1013.04,-0.0,0.0
2025-01-05 23:00:00,16.0,24.5,1013.04,-0.0,0.0
2025-01-06 00:00:00,16.3,19.6,1013.05,0.0,0.0
2025-01-06 01:00:00,7.8,9.3,1013.05,0.0,0.0
2025-01-06 02:00:00,19.3,26.9,1013.05,0.0,0.0
2025-01-06 03:00:00,5.3,11.6,1013.05,0.0,0.0
2025-01-06 04:00:00,15.2,20.5,1013.05,0.0,0.0
2025-01-06 05:00:00,23.3,29.5,1013.06,0.0,0.67
2025-01-06 06:00:00,7.4,13.4,1013.06,0.0,0.0
2025-01-06 07:00:00,9.5,18.4,1013.06,0.0,0.59
2025-01-06 08:00:00,12.8,21.7,1013.06,-0.0,0.0
2025-01-06 09:00:00,9.8,16.4,1013.06,0.0,0.0
2025-01-06 10:00:00,4.6,12.1,1013.06,0.0,0.0
2025-01-06 11:00:00,12.7,19.2,1013.06,0.0,0.0
2025-01-06 12:00:00,7.0,10.6,1013.06,0.0,0.0
2025-01-06 13:00:00,14.7,22.0,1013.07,0.01,0.0
2025-01-06 14:00:00,7.7,8.5,1013.07,0.0,0.0
2025-01-06 15:00:00,20.1,28.3,1013.07,-0.0,0.0
2025-01-06 16:00:00,8.4,9.8,1013.07,0.0,0.0
2025-01-06 17:00:00,10.7,16.6,1013.06,-0.01,0.0
2025-01-06 18:00:00,16.4,18.9,1013.06,-0.01,0.0
2025-01-06 19:00:00,6.2,12.9,1013.06,0.0,0.0
2025-01-06 20:00:00,13.4,18.3,1013.06,0.0,0.0
2025-01-06 21:00:00,18.8,19.0,1013.06,-0.01,0.0
2025-01-06 22:00:00,4.3,10.6,1013.05,-0.0,0.39
2025-01-06 23:00:00,13.2,16.5,1013.05,-0.0,0.0
2025-01-07 00:00:00,13.7,21.3,1013.05,-0.0,0.0
2025-01-07 01:00:00,16.3,21.3,1013.05,0.0,0.0
2025-01-07 02:00:00,6.2,12.4,1013.06,0.0,0.0
2025-01-07 03:00:00,5.8,7.9,1013.06,-0.0,0.0
2025-01-07 04:00:00,15.0,18.2,1013.05,-0.0,0.0
2025-01-07 05:00:00,13.8,17.4,1013.05,-0.01,0.0
2025-01-07 06:00:00,13.6,21.2,1013.06,0.01,0.0
2025-01-07 07:00:00,14.1,24.1,1013.06,0.0,0.0
2025-01-07 08:00:00,9.0,11.6,1013.05,-0.0,0.0
2025-01-07 09:00:00,13.5,21.7,1013.06,0.0,0.0
2025-01-07 10:00:00,13.8,15.3,1013.06,-0.0,0.0
2025-01-07 11:00:00,8.8,10.2,1013.06,-0.0,0.0
2025-01-07 12:00:00,21.7,23.8,1013.06,0.0,0.0
2025-01-07 13:00:00,14.7,15.6,1013.05,-0.0,0.0
2025-01-07 14:00:00,6.4,6.6,1013.05,-0.0,0.0
2025-01-07 15:00:00,15.6,21.8,1013.05,0.0,0.0
2025-01-07 16:00:00,7.5,11.9,1013.05,-0.0,0.0
2025-01-07 17:00:00,16.3,22.4,1013.05,0.0,0.0
2025-01-07 18:00:00,18.2,25.3,1013.06,0.01,0.0
2025-01-07 19:00:00,8.3,14.1,1013.06,-0.0,0.0
2025-01-07 20:00:00,17.2,24.2,1013.05,-0.01,0.0
2025-01-07 21:00:00,14.4,19.2,1013.04,-0.01,0.0
2025-01-07 22:00:00,16.5,17.9,1013.04,-0.0,0.0
2025-01-07 23:00:00,21.8,30.0,1013.04,-0.0,1.01
2025-01-08 00:00:00,11.2,14.4,1013.04,0.0,0.0
2025-01-08 01:00:00,8.6,10.8,1013.04,0.0,0.0
2025-01-08 02:00:00,8.0,12.5,1013.03,-0.01,0.0
2025-01-08 03:00:00,8.3,10.6,1013.02,-0.01,0.0
2025-01-08 04:00:00,12.0,15.7,1013.02,0.0,0.0
2025-01-08 05:00:00,14.1,20.1,1013.02,0.0,0.0
2025-01-08 06:00:00,13.8,19.8,1013.02,-0.0,0.0
2025-01-08 07:00:00,16.5,18.8,1013.01,-0.01,0.0
2025-01-08 08:00:00,12.5,16.0,1013.02,0.0,0.0
2025-01-08 09:00:00,19.7,27.9,1013.02,0.01,0.0
2025-01-08 10:00:00,11.1,17.6,1013.02,0.0,0.0
2025-01-08 11:00:00,26.0,37.2,1013.02,-0.0,0.0
2025-01-08 12:00:00,15.5,24.0,1013.02,0.0,0.0
2025-01-08 13:00:00,8.1,16.5,1013.01,-0.01,0.0
2025-01-08 14:00:00,7.1,7.9,1013.02,0.01,0.0
2025-01-08 15:00:00,14.8,22.1,1013.02,0.0,0.12
2025-01-08 16:00:00,11.3,16.1,1013.01,-0.01,0.0
2025-01-08 17:00:00,16.0,19.3,1013.01,-0.0,0.0
2025-01-08 18:00:00,14.8,20.3,1013.01,0.0,0.0
2025-01-08 19:00:00,12.0,19.8,1013.01,-0.0,0.0
2025-01-08 20:00:00,8.2,14.7,1013.01,-0.0,0.0
2025-01-08 21:00:00,4.8,7.2,1013.0,-0.01,0.0
2025-01-08 22:00:00,10.2,17.4,1013.0,0.0,0.0
2025-01-08 23:00:00,16.7,19.8,1013.0,-0.0,0.0
2025-01-09 00:00:00,13.5,19.2,1012.99,-0.01,0.0
2025-01-09 01:00:00,6.2,10.3,1012.99,-0.0,0.0
2025-01-09 02:00:00,13.3,17.6,1012.99,0.0,0.0
2025-01-09 03:00:00,14.4,21.7,1012.99,-0.0,0.0
2025-01-09 04:00:00,8.0,9.9,1013.0,0.01,0.0
2025-01-09 05:00:00,13.2,24.0,1013.0,0.0,0.0
2025-01-09 06:00:00,12.8,13.3,1013.0,0.0,0.0
2025-01-09 07:00:00,6.7,9.9,1013.0,-0.0,0.0
2025-01-09 08:00:00,14.3,20.4,1013.0,-0.0,0.0
2025-01-09 09:00:00,15.3,22.1,1013.0,-0.0,0.0
2025-01-09 10:00:00,17.9,22.6,1013.0,-0.0,0.0
2025-01-09 11:00:00,17.7,22.5,1013.0,0.0,0.0
2025-01-09 12:00:00,5.6,11.8,1013.0,-0.0,0.0
2025-01-09 13:00:00,7.8,12.1,1012.99,-0.01,0.0
2025-01-09 14:00:00,15.0,24.2,1012.99,-0.01,2.34
2025-01-09 15:00:00,15.0,22.5,1013.0,0.01,0.0
2025-01-09 16:00:00,15.0,22.6,1013.0,0.0,0.0
2025-01-09 17:00:00,31.7,33.8,1013.0,0.0,0.08
2025-01-09 18:00:00,15.3,20.1,1013.0,-0.01,0.0
2025-01-09 19:00:00,18.1,22.2,1013.0,0.0,0.0
2025-01-09 20:00:00,17.2,19.2,1013.0,-0.0,0.0
2025-01-09 21:00:00,15.7,21.8,1013.0,0.0,0.0
2025-01-09 22:00:00,10.9,14.3,1013.0,-0.0,0.0
2025-01-09 23:00:00,16.3,23.3,1013.0,0.0,0.0
2025-01-10 00:00:00,8.6,10.4,1012.99,-0.0,0.0
2025-01-10 01:00:00,11.3,21.5,1012.99,-0.0,0.0
2025-01-10 02:00:00,10.1,12.4,1012.99,0.0,0.0
2025-01-10 03:00:00,12.9,18.6,1012.99,-0.01,0.0
2025-01-10 04:00:00,24.1,31.5,1012.99,0.0,0.0
2025-01-10 05:00:00,3.2,6.5,1012.99,0.0,0.0
2025-01-10 06:00:00,15.9,23.5,1012.99,-0.0,0.0
2025-01-10 07:00:00,4.5,5.8,1012.98,-0.0,0.0
2025-01-10 08:00:00,10.2,19.6,1012.98,-0.0,0.0
2025-01-10 09:00:00,18.0,23.0,1012.98,0.0,0.0
2025-01-10 10:00:00,12.8,16.0,1012.98,-0.0,0.0
2025-01-10 11:00:00,7.1,11.2,1012.99,0.0,0.0
2025-01-10 12:00:00,8.9,16.3,1012.99,0.01,0.0
2025-01-10 13:00:00,15.9,19.1,1012.99,-0.0,1.42
2025-01-10 14:00:00,8.9,11.7,1012.98,-0.01,0.0
2025-01-10 15:00:00,13.6,17.9,1012.99,0.0,0.0
2025-01-10 16:00:00,12.7,14.2,1013.0,0.01,0.0
2025-01-10 17:00:00,9.3,19.8,1013.0,0.0,0.0
2025-01-10 18:00:00,23.2,26.5,1012.99,-0.01,0.0
2025-01-10 19:00:00,15.7,23.2,1012.99,-0.0,0.0
2025-01-10 20:00:00,2.4,8.0,1012.99,-0.01,0.0
2025-01-10 21:00:00,13.4,15.4,1012.99,0.0,0.0
2025-01-10 22:00:00,9.2,14.2,1012.98,-0.01,0.0
2025-01-10 23:00:00,16.8,24.2,1012.98,-0.0,0.0
2025-01-11 00:00:00,8.6,13.0,1012.98,-0.01,0.0
2025-01-11 01:00:00,12.0,20.6,1012.98,0.0,0.0
2025-01-11 02:00:00,15.1,23.2,1012.97,-0.0,0.0
2025-01-11 03:00:00,16.9,24.7,1012.98,0.0,0.0
2025-01-11 04:00:00,6.6,10.2,1012.98,0.0,0.0
2025-01-11 05:00:00,10.9,12.7,1012.97,-0.0,0.41
2025-01-11 06:00:00,10.2,13.4,1012.97,0.0,0.0
2025-01-11 07:00:00,9.3,14.9,1012.97,-0.0,0.0
2025-01-11 08:00:00,21.4,28.0,1012.97,-0.0,2.91
2025-01-11 09:00:00,14.6,16.1,1012.98,0.01,0.0
2025-01-11 10:00:00,6.3,11.3,1012.98,0.0,0.0
2025-01-11 11:00:00,17.2,22.7,1012.98,-0.0,0.0
2025-01-11 12:00:00,23.2,27.4,1012.99,0.01,0.0
2025-01-11 13:00:00,17.7,26.6,1013.0,0.01,0.0
2025-01-11 14:00:00,5.0,11.3,1013.0,-0.0,0.0
2025-01-11 15:00:00,10.1,19.0,1013.0,0.0,0.0
2025-01-11 16:00:00,18.9,23.3,1012.99,-0.0,0.0
2025-01-11 17:00:00,9.0,16.8,1012.99,-0.0,0.0
2025-01-11 18:00:00,14.8,24.7,1012.99,-0.0,0.0
2025-01-11 19:00:00,16.4,25.3,1012.99,0.0,0.0
2025-01-11 20:00:00,7.9,9.6,1013.0,0.0,0.0
2025-01-11 21:00:00,12.3,16.5,1013.0,0.0,0.0
2025-01-11 22:00:00,0.0,4.0,1013.0,0.0,0.0
2025-01-11 23:00:00,7.4,13.9,1012.99,-0.01,0.0
2025-01-12 00:00:00,11.4,18.5,1012.99,-0.0,0.0
2025-01-12 01:00:00,6.4,8.9,1012.99,-0.0,1.42
2025-01-12 02:00:00,20.8,26.0,1012.98,-0.0,0.0
2025-01-12 03:00:00,5.5,6.6,1012.99,0.01,0.0
2025-01-12 04:00:00,10.4,19.7,1012.98,-0.01,0.0
2025-01-12 05:00:00,13.3,16.8,1012.98,-0.0,0.0
2025-01-12 06:00:00,19.8,25.0,1012.99,0.0,0.0
2025-01-12 07:00:00,5.4,9.5,1012.99,-0.0,0.0
2025-01-12 08:00:00,18.4,26.8,1012.99,0.0,0.0
2025-01-12 09:00:00,12.7,16.2,1012.99,-0.0,0.24
2025-01-12 10:00:00,7.7,12.7,1012.99,0.0,0.0
2025-01-12 11:00:00,14.9,19.6,1012.99,-0.0,0.0
2025-01-12 12:00:00,13.6,17.2,1012.99,0.0,0.0
2025-01-12 13:00:00,9.6,19.8,1012.98,-0.01,0.0
2025-01-12 14:00:00,13.0,15.3,1012.98,-0.0,0.0
2025-01-12 15:00:00,10.7,18.0,1012.98,0.0,0.0
2025-01-12 16:00:00,13.2,19.3,1012.98,0.0,0.0
2025-01-12 17:00:00,15.9,24.7,1012.99,0.01,0.0
2025-01-12 18:00:00,20.5,23.5,1012.99,-0.0,0.0
2025-01-12 19:00:00,6.4,9.2,1013.0,0.01,0.0
2025-01-12 20:00:00,23.3,31.6,1012.99,-0.0,0.0
2025-01-12 21:00:00,2.9,9.2,1013.0,0.01,0.0
2025-01-12 22:00:00,11.9,12.3,1013.01,0.0,0.0
2025-01-12 23:00:00,15.6,19.0,1013.0,-0.0,0.0
2025-01-13 00:00:00,14.1,20.3,1013.0,0.0,0.0
2025-01-13 01:00:00,9.6,17.1,1013.0,-0.0,0.0
2025-01-13 02:00:00,11.6,14.6,1013.0,0.0,0.0
2025-01-13 03:00:00,10.2,13.9,1013.0,-0.0,0.0
2025-01-13 04:00:00,9.7,16.3,1013.0,-0.0,0.0
2025-01-13 05:00:00,16.9,18.2,1013.01,0.01,0.02
2025-01-13 06:00:00,14.5,15.6,1013.01,-0.0,0.0
2025-01-13 07:00:00,9.2,12.7,1013.01,0.0,0.0
2025-01-13 08:00:00,17.2,24.6,1013.01,-0.0,0.0
2025-01-13 09:00:00,14.2,19.6,1013.02,0.01,0.0
2025-01-13 10:00:00,16.7,21.0,1013.02,-0.0,0.0
2025-01-13 11:00:00,15.8,25.0,1013.01,-0.0,0.0
2025-01-13 12:00:00,8.5,15.4,1013.02,0.01,0.0
2025-01-13 13:00:00,9.9,19.7,1013.02,-0.0,0.0
2025-01-13 14:00:00,16.4,17.2,1013.03,0.01,0.0
2025-01-13 15:00:00,15.7,20.6,1013.03,0.0,0.0
2025-01-13 16:00:00,12.6,12.7,1013.03,-0.0,0.0
2025-01-13 17:00:00,13.3,17.6,1013.02,-0.01,0.0
2025-01-13 18:00:00,19.1,23.4,1013.02,-0.0,0.0
2025-01-13 19:00:00,9.7,16.6,1013.02,0.0,0.0
2025-01-13 20:00:00,15.4,20.5,1013.03,0.01,0.0
2025-01-13 21:00:00,11.7,18.6,1013.04,0.01,0.0
2025-01-13 22:00:00,11.6,18.7,1013.03,-0.0,1.28
2025-01-13 23:00:00,18.2,29.7,1013.04,0.0,0.0
2025-01-14 00:00:00,16.8,20.9,1013.04,0.0,0.0
2025-01-14 01:00:00,16.8,19.0,1013.05,0.01,0.0
2025-01-14 02:00:00,19.2,24.9,1013.05,0.0,0.0
2025-01-14 03:00:00,12.8,15.4,1013.04,-0.01,0.0
2025-01-14 04:00:00,16.1,25.5,1013.04,-0.0,0.0
2025-01-14 05:00:00,11.2,15.4,1013.03,-0.01,0.0
2025-01-14 06:00:00,14.3,17.6,1013.03,-0.0,0.0
2025-01-14 07:00:00,12.1,15.7,1013.04,0.0,0.0
2025-01-14 08:00:00,13.2,20.4,1013.04,0.0,0.0
2025-01-14 09:00:00,15.7,20.2,1013.04,0.01,2.05
2025-01-14 10:00:00,8.6,11.7,1013.04,0.0,0.0
2025-01-14 11:00:00,23.2,33.2,1013.04,-0.01,0.0
2025-01-14 12:00:00,7.7,10.1,1013.03,-0.01,0.0
2025-01-14 13:00:00,6.6,11.7,1013.03,0.0,0.0
2025-01-14 14:00:00,18.5,25.5,1013.03,-0.0,0.0
2025-01-14 15:00:00,16.7,16.8,1013.02,-0.0,0.0
2025-01-14 16:00:00,15.8,22.2,1013.01,-0.01,0.0
2025-01-14 17:00:00,15.9,17.7,1013.01,-0.0,0.0
2025-01-14 18:00:00,12.7,20.2,1013.01,-0.0,0.0
2025-01-14 19:00:00,8.2,10.3,1013.01,0.0,0.0
2025-01-14 20:00:00,13.1,20.2,1013.01,0.0,0.0
2025-01-14 21:00:00,9.3,17.6,1013.02,0.01,0.0
2025-01-14 22:00:00,17.6,25.2,1013.01,-0.01,1.74
2025-01-14 23:00:00,12.0,17.8,1013.02,0.0,0.0
2025-01-15 00:00:00,8.6,12.9,1013.02,0.0,0.0
2025-01-15 01:00:00,11.2,14.5,1013.02,0.0,0.0
2025-01-15 02:00:00,14.8,24.2,1013.02,-0.0,0.0
2025-01-15 03:00:00,9.9,12.8,1013.03,0.01,0.0
2025-01-15 04:00:00,8.7,10.6,1013.03,0.0,0.0
2025-01-15 05:00:00,14.0,21.0,1013.02,-0.0,0.0
2025-01-15 06:00:00,14.0,16.6,1013.02,-0.0,0.0
2025-01-15 07:00:00,10.2,12.3,1013.02,-0.0,1.5
2025-01-15 08:00:00,10.4,11.1,1013.02,0.0,0.0
2025-01-15 09:00:00,13.9,17.5,1013.02,-0.01,0.0
2025-01-15 10:00:00,5.5,10.3,1013.02,-0.0,0.0
2025-01-15 11:00:00,5.7,11.4,1013.02,0.0,0.0
2025-01-15 12:00:00,9.2,17.1,1013.02,0.0,0.0
2025-01-15 13:00:00,11.7,18.3,1013.03,0.01,0.0
2025-01-15 14:00:00,14.3,18.7,1013.03,0.0,0.0
2025-01-15 15:00:00,20.1,24.5,1013.03,-0.0,0.0
2025-01-15 16:00:00,17.1,23.6,1013.03,0.0,0.0
2025-01-15 17:00:00,12.0,20.8,1013.03,0.0,0.0
2025-01-15 18:00:00,12.7,18.1,1013.04,0.0,0.0
2025-01-15 19:00:00,7.8,11.4,1013.03,-0.01,0.0
2025-01-15 20:00:00,12.7,14.7,1013.03,-0.0,0.0
2025-01-15 21:00:00,11.3,12.0,1013.02,-0.01,0.0
2025-01-15 22:00:00,14.4,21.4,1013.02,0.01,0.0
2025-01-15 23:00:00,8.6,15.3,1013.02,-0.0,0.0
2025-01-16 00:00:00,15.4,22.1,1013.02,-0.0,0.0
2025-01-16 01:00:00,20.5,25.1,1013.03,0.0,0.0
2025-01-16 02:00:00,12.3,21.5,1013.03,0.0,0.0
2025-01-16 03:00:00,14.8,18.3,1013.02,-0.01,0.0
2025-01-16 04:00:00,16.3,24.2,1013.02,-0.0,0.0
2025-01-16 05:00:00,10.8,15.7,1013.02,-0.0,0.0
2025-01-16 06:00:00,13.9,17.1,1013.01,-0.01,0.0
2025-01-16 07:00:00,12.9,19.7,1013.01,-0.0,0.0
2025-01-16 08:00:00,13.3,19.5,1013.01,-0.0,0.0
2025-01-16 09:00:00,9.0,15.1,1013.01,-0.0,0.0
2025-01-16 10:00:00,12.9,18.1,1013.0,-0.01,0.0
2025-01-16 11:00:00,15.3,20.2,1013.01,0.01,2.66
2025-01-16 12:00:00,20.1,32.3,1013.01,-0.0,0.0
2025-01-16 13:00:00,17.6,26.2,1013.01,0.0,0.0
2025-01-16 14:00:00,23.6,30.8,1013.01,0.0,0.0
2025-01-16 15:00:00,9.0,14.3,1013.0,-0.0,0.0
2025-01-16 16:00:00,17.2,25.2,1013.01,0.0,4.11
2025-01-16 17:00:00,13.7,20.3,1013.0,-0.0,0.0
2025-01-16 18:00:00,23.8,28.9,1013.0,-0.0,0.0
2025-01-16 19:00:00,8.8,12.9,1013.0,0.0,0.0
2025-01-16 20:00:00,8.6,13.4,1013.01,0.01,0.0
2025-01-16 21:00:00,9.8,14.3,1013.01,0.0,0.0
2025-01-16 22:00:00,2.2,7.8,1013.02,0.0,0.0
2025-01-16 23:00:00,10.2,13.7,1013.02,-0.0,0.0
2025-01-17 00:00:00,9.1,18.9,1013.01,-0.01,0.0
2025-01-17 01:00:00,13.6,18.7,1013.02,0.01,0.1
2025-01-17 02:00:00,14.6,16.0,1013.03,0.01,0.0
2025-01-17 03:00:00,22.2,27.1,1013.03,0.01,0.0
2025-01-17 04:00:00,17.6,19.5,1013.03,-0.0,0.0
2025-01-17 05:00:00,10.0,16.4,1013.03,-0.01,0.0
2025-01-17 06:00:00,8.4,14.3,1013.02,-0.01,0.0
2025-01-17 07:00:00,15.3,23.2,1013.01,-0.01,0.0
2025-01-17 08:00:00,6.3,8.9,1013.01,-0.0,0.0
2025-01-17 09:00:00,22.0,27.1,1013.02,0.01,0.0
2025-01-17 10:00:00,18.8,19.7,1013.02,-0.0,0.0
2025-01-17 11:00:00,10.5,17.6,1013.02,0.0,0.0
2025-01-17 12:00:00,4.3,10.9,1013.03,0.01,0.0
2025-01-17 13:00:00,19.6,26.1,1013.03,-0.0,0.0
2025-01-17 14:00:00,12.3,17.3,1013.04,0.01,0.0
2025-01-17 15:00:00,19.1,25.3,1013.05,0.01,0.0
2025-01-17 16:00:00,4.9,14.7,1013.05,-0.0,0.0
2025-01-17 17:00:00,9.9,14.0,1013.04,-0.0,0.0
